date,medicine,quantity_sold
2023-02-23,Ibuprofene,46
2023-02-24,Ibuprofene,44
2023-02-25,Ibuprofene,45
2023-02-26,Ibuprofene,26
2023-02-27,Ibuprofene,32
2023-02-28,Ibuprofene,38
2023-03-01,Ibuprofene,31
2023-03-02,Ibuprofene,46
2023-03-03,Ibuprofene,51
2023-03-04,Ibuprofene,39
2023-03-05,Ibuprofene,34
2023-03-06,Ibuprofene,56
2023-03-07,Ibuprofene,49
2023-03-08,Ibuprofene,35
2023-03-09,Ibuprofene,52
2023-03-10,Ibuprofene,57
2023-03-11,Ibuprofene,43
2023-03-12,Ibuprofene,34
2023-03-13,Ibuprofene,40
2023-03-14,Ibuprofene,65
2023-03-15,Ibuprofene,44
2023-03-16,Ibuprofene,53
2023-03-17,Ibuprofene,40
2023-03-18,Ibuprofene,36
2023-03-19,Ibuprofene,36
2023-03-20,Ibuprofene,46
2023-03-21,Ibuprofene,57
2023-03-22,Ibuprofene,52
2023-03-23,Ibuprofene,47
2023-03-24,Ibuprofene,63
2023-03-25,Ibuprofene,40
2023-03-26,Ibuprofene,22
2023-03-27,Ibuprofene,43
2023-03-28,Ibuprofene,55
2023-03-29,Ibuprofene,53
2023-03-30,Ibuprofene,37
2023-03-31,Ibuprofene,47
2023-04-01,Ibuprofene,38
2023-04-02,Ibuprofene,28
2023-04-03,Ibuprofene,39
2023-04-04,Ibuprofene,46
2023-04-05,Ibuprofene,45
2023-04-06,Ibuprofene,54
2023-04-07,Ibuprofene,59
2023-04-08,Ibuprofene,41
2023-04-09,Ibuprofene,28
2023-04-10,Ibuprofene,49
2023-04-11,Ibuprofene,45
2023-04-12,Ibuprofene,42
2023-04-13,Ibuprofene,42
2023-04-14,Ibuprofene,48
2023-04-15,Ibuprofene,35
2023-04-16,Ibuprofene,31
2023-04-17,Ibuprofene,53
2023-04-18,Ibuprofene,39
2023-04-19,Ibuprofene,51
2023-04-20,Ibuprofene,47
2023-04-21,Ibuprofene,56
2023-04-22,Ibuprofene,41
2023-04-23,Ibuprofene,24
2023-04-24,Ibuprofene,40
2023-04-25,Ibuprofene,51
2023-04-26,Ibuprofene,58
2023-04-27,Ibuprofene,33
2023-04-28,Ibuprofene,56
2023-04-29,Ibuprofene,49
2023-04-30,Ibuprofene,29
2023-05-01,Ibuprofene,37
2023-05-02,Ibuprofene,46
2023-05-03,Ibuprofene,50
2023-05-04,Ibuprofene,37
2023-05-05,Ibuprofene,35
2023-05-06,Ibuprofene,47
2023-05-07,Ibuprofene,26
2023-05-08,Ibuprofene,45
2023-05-09,Ibuprofene,41
2023-05-10,Ibuprofene,41
2023-05-11,Ibuprofene,47
2023-05-12,Ibuprofene,48
2023-05-13,Ibuprofene,44
2023-05-14,Ibuprofene,32
2023-05-15,Ibuprofene,51
2023-05-16,Ibuprofene,53
2023-05-17,Ibuprofene,62
2023-05-18,Ibuprofene,41
2023-05-19,Ibuprofene,53
2023-05-20,Ibuprofene,48
2023-05-21,Ibuprofene,35
2023-05-22,Ibuprofene,39
2023-05-23,Ibuprofene,49
2023-05-24,Ibuprofene,61
2023-05-25,Ibuprofene,52
2023-05-26,Ibuprofene,55
2023-05-27,Ibuprofene,40
2023-05-28,Ibuprofene,28
2023-05-29,Ibuprofene,51
2023-05-30,Ibuprofene,49
2023-05-31,Ibuprofene,51
2023-06-01,Ibuprofene,38
2023-06-02,Ibuprofene,37
2023-06-03,Ibuprofene,34
2023-06-04,Ibuprofene,33
2023-06-05,Ibuprofene,28
2023-06-06,Ibuprofene,41
2023-06-07,Ibuprofene,35
2023-06-08,Ibuprofene,40
2023-06-09,Ibuprofene,41
2023-06-10,Ibuprofene,36
2023-06-11,Ibuprofene,27
2023-06-12,Ibuprofene,38
2023-06-13,Ibuprofene,46
2023-06-14,Ibuprofene,26
2023-06-15,Ibuprofene,46
2023-06-16,Ibuprofene,43
2023-06-17,Ibuprofene,37
2023-06-18,Ibuprofene,19
2023-06-19,Ibuprofene,33
2023-06-20,Ibuprofene,40
2023-06-21,Ibuprofene,39
2023-06-22,Ibuprofene,39
2023-06-23,Ibuprofene,47
2023-06-24,Ibuprofene,24
2023-06-25,Ibuprofene,26
2023-06-26,Ibuprofene,38
2023-06-27,Ibuprofene,38
2023-06-28,Ibuprofene,31
2023-06-29,Ibuprofene,40
2023-06-30,Ibuprofene,27
2023-07-01,Ibuprofene,35
2023-07-02,Ibuprofene,18
2023-07-03,Ibuprofene,38
2023-07-04,Ibuprofene,39
2023-07-05,Ibuprofene,46
2023-07-06,Ibuprofene,37
2023-07-07,Ibuprofene,37
2023-07-08,Ibuprofene,30
2023-07-09,Ibuprofene,27
2023-07-10,Ibuprofene,40
2023-07-11,Ibuprofene,37
2023-07-12,Ibuprofene,38
2023-07-13,Ibuprofene,29
2023-07-14,Ibuprofene,43
2023-07-15,Ibuprofene,24
2023-07-16,Ibuprofene,26
2023-07-17,Ibuprofene,38
2023-07-18,Ibuprofene,53
2023-07-19,Ibuprofene,33
2023-07-20,Ibuprofene,37
2023-07-21,Ibuprofene,52
2023-07-22,Ibuprofene,38
2023-07-23,Ibuprofene,21
2023-07-24,Ibuprofene,39
2023-07-25,Ibuprofene,39
2023-07-26,Ibuprofene,41
2023-07-27,Ibuprofene,34
2023-07-28,Ibuprofene,41
2023-07-29,Ibuprofene,25
2023-07-30,Ibuprofene,17
2023-07-31,Ibuprofene,40
2023-08-01,Ibuprofene,38
2023-08-02,Ibuprofene,30
2023-08-03,Ibuprofene,43
2023-08-04,Ibuprofene,43
2023-08-05,Ibuprofene,29
2023-08-06,Ibuprofene,22
2023-08-07,Ibuprofene,30
2023-08-08,Ibuprofene,34
2023-08-09,Ibuprofene,36
2023-08-10,Ibuprofene,44
2023-08-11,Ibuprofene,38
2023-08-12,Ibuprofene,35
2023-08-13,Ibuprofene,22
2023-08-14,Ibuprofene,27
2023-08-15,Ibuprofene,39
2023-08-16,Ibuprofene,44
2023-08-17,Ibuprofene,35
2023-08-18,Ibuprofene,32
2023-08-19,Ibuprofene,26
2023-08-20,Ibuprofene,15
2023-08-21,Ibuprofene,22
2023-08-22,Ibuprofene,42
2023-08-23,Ibuprofene,37
2023-08-24,Ibuprofene,51
2023-08-25,Ibuprofene,31
2023-08-26,Ibuprofene,33
2023-08-27,Ibuprofene,20
2023-08-28,Ibuprofene,35
2023-08-29,Ibuprofene,40
2023-08-30,Ibuprofene,26
2023-08-31,Ibuprofene,39
2023-09-01,Ibuprofene,53
2023-09-02,Ibuprofene,30
2023-09-03,Ibuprofene,24
2023-09-04,Ibuprofene,43
2023-09-05,Ibuprofene,39
2023-09-06,Ibuprofene,36
2023-09-07,Ibuprofene,26
2023-09-08,Ibuprofene,45
2023-09-09,Ibuprofene,32
2023-09-10,Ibuprofene,20
2023-09-11,Ibuprofene,38
2023-09-12,Ibuprofene,36
2023-09-13,Ibuprofene,37
2023-09-14,Ibuprofene,41
2023-09-15,Ibuprofene,34
2023-09-16,Ibuprofene,37
2023-09-17,Ibuprofene,19
2023-09-18,Ibuprofene,34
2023-09-19,Ibuprofene,51
2023-09-20,Ibuprofene,46
2023-09-21,Ibuprofene,38
2023-09-22,Ibuprofene,36
2023-09-23,Ibuprofene,30
2023-09-24,Ibuprofene,24
2023-09-25,Ibuprofene,38
2023-09-26,Ibuprofene,39
2023-09-27,Ibuprofene,40
2023-09-28,Ibuprofene,37
2023-09-29,Ibuprofene,33
2023-09-30,Ibuprofene,30
2023-10-01,Ibuprofene,27
2023-10-02,Ibuprofene,30
2023-10-03,Ibuprofene,39
2023-10-04,Ibuprofene,35
2023-10-05,Ibuprofene,39
2023-10-06,Ibuprofene,39
2023-10-07,Ibuprofene,39
2023-10-08,Ibuprofene,25
2023-10-09,Ibuprofene,31
2023-10-10,Ibuprofene,44
2023-10-11,Ibuprofene,35
2023-10-12,Ibuprofene,35
2023-10-13,Ibuprofene,43
2023-10-14,Ibuprofene,30
2023-10-15,Ibuprofene,26
2023-10-16,Ibuprofene,34
2023-10-17,Ibuprofene,36
2023-10-18,Ibuprofene,36
2023-10-19,Ibuprofene,35
2023-10-20,Ibuprofene,48
2023-10-21,Ibuprofene,35
2023-10-22,Ibuprofene,29
2023-10-23,Ibuprofene,50
2023-10-24,Ibuprofene,34
2023-10-25,Ibuprofene,40
2023-10-26,Ibuprofene,32
2023-10-27,Ibuprofene,37
2023-10-28,Ibuprofene,30
2023-10-29,Ibuprofene,20
2023-10-30,Ibuprofene,32
2023-10-31,Ibuprofene,39
2023-11-01,Ibuprofene,33
2023-11-02,Ibuprofene,43
2023-11-03,Ibuprofene,36
2023-11-04,Ibuprofene,46
2023-11-05,Ibuprofene,22
2023-11-06,Ibuprofene,27
2023-11-07,Ibuprofene,32
2023-11-08,Ibuprofene,50
2023-11-09,Ibuprofene,44
2023-11-10,Ibuprofene,43
2023-11-11,Ibuprofene,26
2023-11-12,Ibuprofene,24
2023-11-13,Ibuprofene,32
2023-11-14,Ibuprofene,48
2023-11-15,Ibuprofene,45
2023-11-16,Ibuprofene,39
2023-11-17,Ibuprofene,27
2023-11-18,Ibuprofene,20
2023-11-19,Ibuprofene,26
2023-11-20,Ibuprofene,45
2023-11-21,Ibuprofene,46
2023-11-22,Ibuprofene,31
2023-11-23,Ibuprofene,40
2023-11-24,Ibuprofene,48
2023-11-25,Ibuprofene,25
2023-11-26,Ibuprofene,24
2023-11-27,Ibuprofene,40
2023-11-28,Ibuprofene,38
2023-11-29,Ibuprofene,29
2023-11-30,Ibuprofene,36
2023-12-01,Ibuprofene,48
2023-12-02,Ibuprofene,38
2023-12-03,Ibuprofene,26
2023-12-04,Ibuprofene,43
2023-12-05,Ibuprofene,48
2023-12-06,Ibuprofene,51
2023-12-07,Ibuprofene,44
2023-12-08,Ibuprofene,47
2023-12-09,Ibuprofene,40
2023-12-10,Ibuprofene,21
2023-12-11,Ibuprofene,49
2023-12-12,Ibuprofene,48
2023-12-13,Ibuprofene,48
2023-12-14,Ibuprofene,52
2023-12-15,Ibuprofene,36
2023-12-16,Ibuprofene,28
2023-12-17,Ibuprofene,30
2023-12-18,Ibuprofene,46
2023-12-19,Ibuprofene,49
2023-12-20,Ibuprofene,45
2023-12-21,Ibuprofene,50
2023-12-22,Ibuprofene,57
2023-12-23,Ibuprofene,42
2023-12-24,Ibuprofene,27
2023-12-25,Ibuprofene,32
2023-12-26,Ibuprofene,53
2023-12-27,Ibuprofene,56
2023-12-28,Ibuprofene,50
2023-12-29,Ibuprofene,44
2023-12-30,Ibuprofene,43
2023-12-31,Ibuprofene,32
2024-01-01,Ibuprofene,39
2024-01-02,Ibuprofene,42
2024-01-03,Ibuprofene,47
2024-01-04,Ibuprofene,51
2024-01-05,Ibuprofene,51
2024-01-06,Ibuprofene,33
2024-01-07,Ibuprofene,30
2024-01-08,Ibuprofene,50
2024-01-09,Ibuprofene,49
2024-01-10,Ibuprofene,50
2024-01-11,Ibuprofene,31
2024-01-12,Ibuprofene,61
2024-01-13,Ibuprofene,34
2024-01-14,Ibuprofene,26
2024-01-15,Ibuprofene,46
2024-01-16,Ibuprofene,54
2024-01-17,Ibuprofene,38
2024-01-18,Ibuprofene,37
2024-01-19,Ibuprofene,36
2024-01-20,Ibuprofene,40
2024-01-21,Ibuprofene,24
2024-01-22,Ibuprofene,44
2024-01-23,Ibuprofene,53
2024-01-24,Ibuprofene,44
2024-01-25,Ibuprofene,48
2024-01-26,Ibuprofene,48
2024-01-27,Ibuprofene,43
2024-01-28,Ibuprofene,30
2024-01-29,Ibuprofene,42
2024-01-30,Ibuprofene,47
2024-01-31,Ibuprofene,55
2024-02-01,Ibuprofene,49
2024-02-02,Ibuprofene,40
2024-02-03,Ibuprofene,43
2024-02-04,Ibuprofene,24
2024-02-05,Ibuprofene,55
2024-02-06,Ibuprofene,55
2024-02-07,Ibuprofene,50
2024-02-08,Ibuprofene,47
2024-02-09,Ibuprofene,49
2024-02-10,Ibuprofene,43
2024-02-11,Ibuprofene,27
2024-02-12,Ibuprofene,48
2024-02-13,Ibuprofene,54
2024-02-14,Ibuprofene,44
2024-02-15,Ibuprofene,42
2024-02-16,Ibuprofene,42
2024-02-17,Ibuprofene,34
2024-02-18,Ibuprofene,21
2024-02-19,Ibuprofene,51
2024-02-20,Ibuprofene,61
2024-02-21,Ibuprofene,58
2024-02-22,Ibuprofene,35
2024-02-23,Ibuprofene,56
2024-02-24,Ibuprofene,48
2024-02-25,Ibuprofene,27
2024-02-26,Ibuprofene,47
2024-02-27,Ibuprofene,35
2024-02-28,Ibuprofene,50
2024-02-29,Ibuprofene,39
2024-03-01,Ibuprofene,56
2024-03-02,Ibuprofene,33
2024-03-03,Ibuprofene,33
2024-03-04,Ibuprofene,57
2024-03-05,Ibuprofene,47
2024-03-06,Ibuprofene,44
2024-03-07,Ibuprofene,35
2024-03-08,Ibuprofene,53
2024-03-09,Ibuprofene,39
2024-03-10,Ibuprofene,24
2024-03-11,Ibuprofene,53
2024-03-12,Ibuprofene,49
2024-03-13,Ibuprofene,44
2024-03-14,Ibuprofene,46
2024-03-15,Ibuprofene,63
2024-03-16,Ibuprofene,47
2024-03-17,Ibuprofene,30
2024-03-18,Ibuprofene,55
2024-03-19,Ibuprofene,44
2024-03-20,Ibuprofene,53
2024-03-21,Ibuprofene,51
2024-03-22,Ibuprofene,51
2024-03-23,Ibuprofene,46
2024-03-24,Ibuprofene,28
2024-03-25,Ibuprofene,54
2024-03-26,Ibuprofene,57
2024-03-27,Ibuprofene,31
2024-03-28,Ibuprofene,59
2024-03-29,Ibuprofene,31
2024-03-30,Ibuprofene,39
2024-03-31,Ibuprofene,36
2024-04-01,Ibuprofene,48
2024-04-02,Ibuprofene,42
2024-04-03,Ibuprofene,44
2024-04-04,Ibuprofene,58
2024-04-05,Ibuprofene,40
2024-04-06,Ibuprofene,50
2024-04-07,Ibuprofene,31
2024-04-08,Ibuprofene,42
2024-04-09,Ibuprofene,48
2024-04-10,Ibuprofene,45
2024-04-11,Ibuprofene,57
2024-04-12,Ibuprofene,61
2024-04-13,Ibuprofene,33
2024-04-14,Ibuprofene,29
2024-04-15,Ibuprofene,44
2024-04-16,Ibuprofene,62
2024-04-17,Ibuprofene,43
2024-04-18,Ibuprofene,62
2024-04-19,Ibuprofene,55
2024-04-20,Ibuprofene,36
2024-04-21,Ibuprofene,28
2024-04-22,Ibuprofene,45
2024-04-23,Ibuprofene,43
2024-04-24,Ibuprofene,54
2024-04-25,Ibuprofene,42
2024-04-26,Ibuprofene,38
2024-04-27,Ibuprofene,41
2024-04-28,Ibuprofene,23
2024-04-29,Ibuprofene,45
2024-04-30,Ibuprofene,46
2024-05-01,Ibuprofene,32
2024-05-02,Ibuprofene,65
2024-05-03,Ibuprofene,56
2024-05-04,Ibuprofene,45
2024-05-05,Ibuprofene,23
2024-05-06,Ibuprofene,46
2024-05-07,Ibuprofene,54
2024-05-08,Ibuprofene,45
2024-05-09,Ibuprofene,57
2024-05-10,Ibuprofene,46
2024-05-11,Ibuprofene,42
2024-05-12,Ibuprofene,29
2024-05-13,Ibuprofene,52
2024-05-14,Ibuprofene,48
2024-05-15,Ibuprofene,51
2024-05-16,Ibuprofene,49
2024-05-17,Ibuprofene,50
2024-05-18,Ibuprofene,46
2024-05-19,Ibuprofene,32
2024-05-20,Ibuprofene,50
2024-05-21,Ibuprofene,50
2024-05-22,Ibuprofene,59
2024-05-23,Ibuprofene,49
2024-05-24,Ibuprofene,53
2024-05-25,Ibuprofene,44
2024-05-26,Ibuprofene,39
2024-05-27,Ibuprofene,41
2024-05-28,Ibuprofene,59
2024-05-29,Ibuprofene,39
2024-05-30,Ibuprofene,52
2024-05-31,Ibuprofene,68
2024-06-01,Ibuprofene,36
2024-06-02,Ibuprofene,25
2024-06-03,Ibuprofene,36
2024-06-04,Ibuprofene,41
2024-06-05,Ibuprofene,39
2024-06-06,Ibuprofene,35
2024-06-07,Ibuprofene,41
2024-06-08,Ibuprofene,34
2024-06-09,Ibuprofene,21
2024-06-10,Ibuprofene,34
2024-06-11,Ibuprofene,33
2024-06-12,Ibuprofene,43
2024-06-13,Ibuprofene,42
2024-06-14,Ibuprofene,44
2024-06-15,Ibuprofene,38
2024-06-16,Ibuprofene,24
2024-06-17,Ibuprofene,41
2024-06-18,Ibuprofene,43
2024-06-19,Ibuprofene,40
2024-06-20,Ibuprofene,36
2024-06-21,Ibuprofene,56
2024-06-22,Ibuprofene,31
2024-06-23,Ibuprofene,22
2024-06-24,Ibuprofene,41
2024-06-25,Ibuprofene,42
2024-06-26,Ibuprofene,33
2024-06-27,Ibuprofene,45
2024-06-28,Ibuprofene,42
2024-06-29,Ibuprofene,28
2024-06-30,Ibuprofene,28
2024-07-01,Ibuprofene,43
2024-07-02,Ibuprofene,34
2024-07-03,Ibuprofene,51
2024-07-04,Ibuprofene,43
2024-07-05,Ibuprofene,43
2024-07-06,Ibuprofene,41
2024-07-07,Ibuprofene,25
2024-07-08,Ibuprofene,39
2024-07-09,Ibuprofene,37
2024-07-10,Ibuprofene,44
2024-07-11,Ibuprofene,42
2024-07-12,Ibuprofene,43
2024-07-13,Ibuprofene,30
2024-07-14,Ibuprofene,25
2024-07-15,Ibuprofene,39
2024-07-16,Ibuprofene,33
2024-07-17,Ibuprofene,32
2024-07-18,Ibuprofene,42
2024-07-19,Ibuprofene,27
2024-07-20,Ibuprofene,35
2024-07-21,Ibuprofene,23
2024-07-22,Ibuprofene,46
2024-07-23,Ibuprofene,38
2024-07-24,Ibuprofene,45
2024-07-25,Ibuprofene,37
2024-07-26,Ibuprofene,44
2024-07-27,Ibuprofene,37
2024-07-28,Ibuprofene,23
2024-07-29,Ibuprofene,45
2024-07-30,Ibuprofene,25
2024-07-31,Ibuprofene,43
2024-08-01,Ibuprofene,44
2024-08-02,Ibuprofene,47
2024-08-03,Ibuprofene,43
2024-08-04,Ibuprofene,22
2024-08-05,Ibuprofene,31
2024-08-06,Ibuprofene,35
2024-08-07,Ibuprofene,45
2024-08-08,Ibuprofene,42
2024-08-09,Ibuprofene,44
2024-08-10,Ibuprofene,28
2024-08-11,Ibuprofene,27
2024-08-12,Ibuprofene,32
2024-08-13,Ibuprofene,48
2024-08-14,Ibuprofene,41
2024-08-15,Ibuprofene,41
2024-08-16,Ibuprofene,47
2024-08-17,Ibuprofene,31
2024-08-18,Ibuprofene,18
2024-08-19,Ibuprofene,36
2024-08-20,Ibuprofene,24
2024-08-21,Ibuprofene,23
2024-08-22,Ibuprofene,49
2024-08-23,Ibuprofene,45
2024-08-24,Ibuprofene,35
2024-08-25,Ibuprofene,23
2024-08-26,Ibuprofene,38
2024-08-27,Ibuprofene,47
2024-08-28,Ibuprofene,41
2024-08-29,Ibuprofene,42
2024-08-30,Ibuprofene,42
2024-08-31,Ibuprofene,32
2024-09-01,Ibuprofene,19
2024-09-02,Ibuprofene,28
2024-09-03,Ibuprofene,40
2024-09-04,Ibuprofene,42
2024-09-05,Ibuprofene,32
2024-09-06,Ibuprofene,43
2024-09-07,Ibuprofene,34
2024-09-08,Ibuprofene,17
2024-09-09,Ibuprofene,34
2024-09-10,Ibuprofene,44
2024-09-11,Ibuprofene,44
2024-09-12,Ibuprofene,33
2024-09-13,Ibuprofene,44
2024-09-14,Ibuprofene,39
2024-09-15,Ibuprofene,27
2024-09-16,Ibuprofene,39
2024-09-17,Ibuprofene,38
2024-09-18,Ibuprofene,38
2024-09-19,Ibuprofene,42
2024-09-20,Ibuprofene,44
2024-09-21,Ibuprofene,37
2024-09-22,Ibuprofene,25
2024-09-23,Ibuprofene,44
2024-09-24,Ibuprofene,42
2024-09-25,Ibuprofene,46
2024-09-26,Ibuprofene,44
2024-09-27,Ibuprofene,38
2024-09-28,Ibuprofene,25
2024-09-29,Ibuprofene,30
2024-09-30,Ibuprofene,41
2024-10-01,Ibuprofene,31
2024-10-02,Ibuprofene,37
2024-10-03,Ibuprofene,44
2024-10-04,Ibuprofene,41
2024-10-05,Ibuprofene,31
2024-10-06,Ibuprofene,29
2024-10-07,Ibuprofene,34
2024-10-08,Ibuprofene,37
2024-10-09,Ibuprofene,43
2024-10-10,Ibuprofene,42
2024-10-11,Ibuprofene,46
2024-10-12,Ibuprofene,38
2024-10-13,Ibuprofene,25
2024-10-14,Ibuprofene,42
2024-10-15,Ibuprofene,40
2024-10-16,Ibuprofene,42
2024-10-17,Ibuprofene,40
2024-10-18,Ibuprofene,45
2024-10-19,Ibuprofene,38
2024-10-20,Ibuprofene,26
2024-10-21,Ibuprofene,40
2024-10-22,Ibuprofene,37
2024-10-23,Ibuprofene,42
2024-10-24,Ibuprofene,39
2024-10-25,Ibuprofene,44
2024-10-26,Ibuprofene,45
2024-10-27,Ibuprofene,23
2024-10-28,Ibuprofene,42
2024-10-29,Ibuprofene,48
2024-10-30,Ibuprofene,42
2024-10-31,Ibuprofene,53
2024-11-01,Ibuprofene,41
2024-11-02,Ibuprofene,35
2024-11-03,Ibuprofene,22
2024-11-04,Ibuprofene,38
2024-11-05,Ibuprofene,43
2024-11-06,Ibuprofene,33
2024-11-07,Ibuprofene,41
2024-11-08,Ibuprofene,51
2024-11-09,Ibuprofene,33
2024-11-10,Ibuprofene,23
2024-11-11,Ibuprofene,55
2024-11-12,Ibuprofene,44
2024-11-13,Ibuprofene,37
2024-11-14,Ibuprofene,36
2024-11-15,Ibuprofene,38
2024-11-16,Ibuprofene,39
2024-11-17,Ibuprofene,23
2024-11-18,Ibuprofene,28
2024-11-19,Ibuprofene,41
2024-11-20,Ibuprofene,46
2024-11-21,Ibuprofene,35
2024-11-22,Ibuprofene,37
2024-11-23,Ibuprofene,35
2024-11-24,Ibuprofene,27
2024-11-25,Ibuprofene,42
2024-11-26,Ibuprofene,37
2024-11-27,Ibuprofene,46
2024-11-28,Ibuprofene,35
2024-11-29,Ibuprofene,40
2024-11-30,Ibuprofene,29
2024-12-01,Ibuprofene,35
2024-12-02,Ibuprofene,52
2024-12-03,Ibuprofene,54
2024-12-04,Ibuprofene,59
2024-12-05,Ibuprofene,67
2024-12-06,Ibuprofene,39
2024-12-07,Ibuprofene,37
2024-12-08,Ibuprofene,27
2024-12-09,Ibuprofene,42
2024-12-10,Ibuprofene,42
2024-12-11,Ibuprofene,48
2024-12-12,Ibuprofene,39
2024-12-13,Ibuprofene,55
2024-12-14,Ibuprofene,41
2024-12-15,Ibuprofene,32
2024-12-16,Ibuprofene,51
2024-12-17,Ibuprofene,54
2024-12-18,Ibuprofene,47
2024-12-19,Ibuprofene,62
2024-12-20,Ibuprofene,54
2024-12-21,Ibuprofene,30
2024-12-22,Ibuprofene,25
2024-12-23,Ibuprofene,36
2024-12-24,Ibuprofene,50
2024-12-25,Ibuprofene,49
2024-12-26,Ibuprofene,45
2024-12-27,Ibuprofene,67
2024-12-28,Ibuprofene,44
2024-12-29,Ibuprofene,33
2024-12-30,Ibuprofene,41
2024-12-31,Ibuprofene,43
2023-01-01,Loratadine,5
2023-01-02,Loratadine,9
2023-01-03,Loratadine,14
2023-01-04,Loratadine,12
2023-01-05,Loratadine,7
2023-01-06,Loratadine,11
2023-01-07,Loratadine,9
2023-01-08,Loratadine,6
2023-01-09,Loratadine,15
2023-01-10,Loratadine,13
2023-01-11,Loratadine,11
2023-01-12,Loratadine,12
2023-01-13,Loratadine,12
2023-01-14,Loratadine,7
2023-01-15,Loratadine,7
2023-01-16,Loratadine,11
2023-01-17,Loratadine,7
2023-01-18,Loratadine,10
2023-01-19,Loratadine,10
2023-01-20,Loratadine,13
2023-01-21,Loratadine,11
2023-01-22,Loratadine,6
2023-01-23,Loratadine,12
2023-01-24,Loratadine,11
2023-01-25,Loratadine,3
2023-01-26,Loratadine,10
2023-01-27,Loratadine,16
2023-01-28,Loratadine,5
2023-01-29,Loratadine,7
2023-01-30,Loratadine,16
2023-01-31,Loratadine,9
2023-02-01,Loratadine,12
2023-02-02,Loratadine,7
2023-02-03,Loratadine,17
2023-02-04,Loratadine,9
2023-02-05,Loratadine,7
2023-02-06,Loratadine,15
2023-02-07,Loratadine,14
2023-02-08,Loratadine,9
2023-02-09,Loratadine,9
2023-02-10,Loratadine,14
2023-02-11,Loratadine,8
2023-02-12,Loratadine,3
2023-02-13,Loratadine,11
2023-02-14,Loratadine,7
2023-02-15,Loratadine,17
2023-02-16,Loratadine,12
2023-02-17,Loratadine,9
2023-02-18,Loratadine,8
2023-02-19,Loratadine,3
2023-02-20,Loratadine,8
2023-02-21,Loratadine,15
2023-02-22,Loratadine,19
2023-02-23,Loratadine,13
2023-02-24,Loratadine,12
2023-02-25,Loratadine,8
2023-02-26,Loratadine,5
2023-02-27,Loratadine,17
2023-02-28,Loratadine,11
2023-03-01,Loratadine,52
2023-03-02,Loratadine,44
2023-03-03,Loratadine,19
2023-03-04,Loratadine,22
2023-03-05,Loratadine,16
2023-03-06,Loratadine,31
2023-03-07,Loratadine,33
2023-03-08,Loratadine,60
2023-03-09,Loratadine,23
2023-03-10,Loratadine,37
2023-03-11,Loratadine,32
2023-03-12,Loratadine,20
2023-03-13,Loratadine,33
2023-03-14,Loratadine,24
2023-03-15,Loratadine,34
2023-03-16,Loratadine,36
2023-03-17,Loratadine,38
2023-03-18,Loratadine,32
2023-03-19,Loratadine,27
2023-03-20,Loratadine,40
2023-03-21,Loratadine,34
2023-03-22,Loratadine,23
2023-03-23,Loratadine,27
2023-03-24,Loratadine,33
2023-03-25,Loratadine,29
2023-03-26,Loratadine,17
2023-03-27,Loratadine,24
2023-03-28,Loratadine,23
2023-03-29,Loratadine,19
2023-03-30,Loratadine,30
2023-03-31,Loratadine,21
2023-04-01,Loratadine,20
2023-04-02,Loratadine,18
2023-04-03,Loratadine,21
2023-04-04,Loratadine,37
2023-04-05,Loratadine,40
2023-04-06,Loratadine,27
2023-04-07,Loratadine,31
2023-04-08,Loratadine,31
2023-04-09,Loratadine,16
2023-04-10,Loratadine,25
2023-04-11,Loratadine,44
2023-04-12,Loratadine,42
2023-04-13,Loratadine,37
2023-04-14,Loratadine,44
2023-04-15,Loratadine,13
2023-04-16,Loratadine,27
2023-04-17,Loratadine,36
2023-04-18,Loratadine,43
2023-04-19,Loratadine,37
2023-04-20,Loratadine,33
2023-04-21,Loratadine,33
2023-04-22,Loratadine,30
2023-04-23,Loratadine,18
2023-04-24,Loratadine,40
2023-04-25,Loratadine,19
2023-04-26,Loratadine,29
2023-04-27,Loratadine,50
2023-04-28,Loratadine,29
2023-04-29,Loratadine,26
2023-04-30,Loratadine,15
2023-05-01,Loratadine,25
2023-05-02,Loratadine,27
2023-05-03,Loratadine,32
2023-05-04,Loratadine,40
2023-05-05,Loratadine,29
2023-05-06,Loratadine,33
2023-05-07,Loratadine,24
2023-05-08,Loratadine,41
2023-05-09,Loratadine,35
2023-05-10,Loratadine,63
2023-05-11,Loratadine,41
2023-05-12,Loratadine,38
2023-05-13,Loratadine,21
2023-05-14,Loratadine,20
2023-05-15,Loratadine,45
2023-05-16,Loratadine,49
2023-05-17,Loratadine,47
2023-05-18,Loratadine,39
2023-05-19,Loratadine,24
2023-05-20,Loratadine,31
2023-05-21,Loratadine,13
2023-05-22,Loratadine,20
2023-05-23,Loratadine,36
2023-05-24,Loratadine,39
2023-05-25,Loratadine,40
2023-05-26,Loratadine,40
2023-05-27,Loratadine,32
2023-05-28,Loratadine,15
2023-05-29,Loratadine,32
2023-05-30,Loratadine,20
2023-05-31,Loratadine,16
2023-06-01,Loratadine,23
2023-06-02,Loratadine,17
2023-06-03,Loratadine,21
2023-06-04,Loratadine,16
2023-06-05,Loratadine,16
2023-06-06,Loratadine,24
2023-06-07,Loratadine,17
2023-06-08,Loratadine,10
2023-06-09,Loratadine,22
2023-06-10,Loratadine,15
2023-06-11,Loratadine,11
2023-06-12,Loratadine,30
2023-06-13,Loratadine,12
